--------------------
BDMEP - INMET
--------------------
Estação           : PONTA PORA - MS (OMM: 83702)
Latitude  (graus) : -22.55
Longitude (graus) : -55.71
Altitude  (metros): 650.00
Estação Operante
Inicio de operação: 24/11/1941
Periodo solicitado dos dados: 30/03/1700 a 12/08/2015
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;DirecaoVento;VelocidadeVentoMedia;VelocidadeVentoMaximaMedia;EvaporacaoPiche;EvapoBHPotencial;EvapoBHReal;InsolacaoTotal;NebulosidadeMedia;NumDiasPrecipitacao;PrecipitacaoTotal;PressaoNivelMarMedia;PressaoMedia;TempMaximaMedia;TempCompensadaMedia;TempMinimaMedia;UmidadeRelativaMedia;VisibilidadeMedia;
83702;30/11/1968;0000;9;2.266667;6;143.6;;;;3.6;8;84.4;;934.77;31.813333;24.917333;19.833333;65.05;;
83702;31/12/1968;0000;0;2.172043;4;67.6;;;;4.698925;12;216;;934.211828;29.535484;23.805161;19.380645;76.701613;;
83702;31/01/1969;0000;9;2.182796;4;87.5;;;;4.752688;15;193.6;;934.092473;30.232258;24.033548;19.522581;75.879032;;
83702;28/02/1969;0000;9;1.97619;4;71.3;;;;5.095238;14;112;;934.79881;30.628571;24.675714;20.635714;78.071429;;
83702;31/03/1969;0000;18;2.075269;4;89;;;;4.11828;7;86.6;;936.888172;30.477419;23.944516;19.483871;74.056452;;
83702;30/04/1969;0000;36;2.033333;4;54.3;;;;5.366667;11;163.6;;937.738889;26.033333;20.034;16.32;80.975;;
83702;31/05/1969;0000;5;2.354839;5;66.9;;;;4.064516;14;311.6;;939.053763;25.167742;18.47871;14.019355;77.346774;;
83702;30/06/1969;0000;9;2.455556;8;58.5;;;;4.822222;9;109.6;;940.693333;22.233333;15.389333;11.42;79.416667;;
83702;31/07/1969;0000;9;2.354839;6;103.2;;;;2.526882;3;21.4;;941.889247;25.353333;17.142667;11.890323;67.108333;;
83702;30/09/1969;0000;5;2.808989;5;163.8;;;;2.157303;7;137;;936.473034;29.953333;22.018667;16.34;58.141667;;
83702;31/10/1969;0000;18;2.698925;5;98.7;;;;4.580645;12;381;;936.606452;27.683871;20.71871;15.587097;69.419355;;
83702;30/11/1969;0000;5;2.6;5;68.2;;;;4.622222;15;248.4;;934.625556;28.706667;22.577333;18.2;78.166667;;
83702;31/12/1969;0000;14;2.774194;5;100.1;;;;3.752688;12;85.4;;935.882796;29.6;22.900645;17.819355;71.862903;;
83702;31/01/1970;0000;5;2.634409;5;95.5;;;;3.817204;9;129.4;;935.196774;31.122581;24.379355;19.509677;73.540323;;
83702;28/02/1970;0000;0;2.452381;5;66.2;;;189.7;4.761905;;133.2;;936.134524;29.457143;23.481429;19.364286;78.339286;;
83702;31/03/1970;0000;5;2.602151;5;68.7;;;182.7;5.032609;16;227.2;;937.623656;29.225806;23.15871;19.225806;81.709677;;
83702;30/04/1970;0000;9;2.422222;4;75.5;;;231.7;3.022222;6;111;;938.552222;29.093333;22.224;17.526667;73.208333;;
83702;31/05/1970;0000;36;2.580645;5;51.1;;;216.1;3.634409;8;52.6;;938.976344;25.929032;19.299355;15.051613;78.290323;;
83702;30/06/1970;0000;36;2.911111;5;26.9;;;177.5;4.7;10;135;;939.635556;24.146667;17.588;13.333333;81.391667;;
83702;31/07/1970;0000;18;3.11828;6;72.4;;;197.3;4.032258;7;78;;941.94086;23.309677;16.185806;11.451613;76.129032;;
